,question,summary,link,answers
120,How to find if directory exists in Python,"In the os module in Python, is there a way to find if a directory exists, something like:

>>> os.direxists(os.path.join(os.getcwd()), 'new_folder')) # in pseudocode
True/False",https://stackoverflow.com/questions/8933237/how-to-find-if-directory-exists-in-python,"['In the os module in Python, is there a way to find if a directory exists, something like:', ""You're looking for os.path.isdir, or os.path.exists if you don't care whether it's a file or a directory."", 'Python 3.4 introduced the pathlib module into the standard library, which provides an object oriented approach to handle filesystem paths. The is_dir() and exists() methods of a Path object can be used to answer the question:', ""So close! os.path.isdir returns True if you pass in the name of a directory that currently exists. If it doesn't exist or it's not a directory, then it returns False."", 'Yes, use os.path.exists().', 'We can check with 2 built in functions', 'Yes use os.path.isdir(path)', 'As in:', 'Just to provide the os.stat version (python 2):', 'os provides you with a lot of these capabilities:', 'There is a convenient Unipath module.', ""Source, if it's still there on SO."", 'Two things']"
121,How do I connect to a MySQL Database in Python?,How do I connect to a MySQL database using a python program?,https://stackoverflow.com/questions/372885/how-do-i-connect-to-a-mysql-database-in-python,"['How do I connect to a MySQL database using a python program?', '1 - Setting', ""Here's one way to do it, using MySQLdb, which only supports Python 2:"", 'If you do not need MySQLdb, but would accept any library, I would very, very much recommend MySQL Connector/Python from MySQL: http://dev.mysql.com/downloads/connector/python/.', 'Oracle (MySQL) now supports a pure Python connector.  That means no binaries to install: it\'s just a Python library.  It\'s called ""Connector/Python"".', 'Stop Using MySQLDb if you want to avoid installing mysql headers just to access mysql from python.', 'Try using MySQLdb. MySQLdb only supports Python 2.', 'As a db driver, there is also oursql. Some of the reasons listed on that link, which say why oursql is better:', 'Run this command in your terminal to install mysql connector:', 'SQLAlchemy is the Python SQL toolkit and Object Relational Mapper that\n  gives application developers the full power and flexibility of SQL.\n  SQLAlchemy provides a full suite of well known enterprise-level\n  persistence patterns, designed for efficient and high-performing\n  database access, adapted into a simple and Pythonic domain language.', 'Despite all answers above, in case you do not want to connect to a specific database upfront, for example, if you want to create the database still (!), you can use connection.select_db(database), as demonstrated in the following.', 'Best way to connect to MySQL from python is to Use MySQL Connector/Python because it is official Oracle driver for MySQL for working with Python and it works with both Python 3 and Python 2.', 'MySQLdb is the straightforward way. You get to execute SQL queries over a connection. Period.', ""Even though some of you may mark this as a duplicate and get upset that I am copying someone else's answer, I would REALLY like to highlight an aspect of Mr. Napik's response.   Because I missed this, I caused nationwide website downtime (9min).  If only someone shared this information, I could have prevented it!"", 'for Python3.6 I found two driver: pymysql and mysqlclient. I tested the performance between them and got the result: the mysqlclient is faster.', 'mysqlclient is the best as others only provide support to specific versions of python', 'Just a modification in above answer. \nSimply run this command to install mysql for python', 'Also take a look at Storm. It is a simple SQL mapping tool which allows you to easily edit and create SQL entries without writing the queries.', 'This is Mysql DB connection', 'you can connect your python code to mysql in this way.', 'For python 3.3', 'first install the driver', 'First install the driver (Ubuntu)', 'PyMySQL 0.10.1 - Released: Sep 10, 2020, has support for python3 as well.', 'First, install python-mysql connector from https://dev.mysql.com/downloads/connector/python/']"
122,Why does comparing strings using either '==' or 'is' sometimes produce a different result?,"I've got a Python program where two variables are set to the value 'public'. In a conditional expression I have the comparison var1 is var2 which fails, but if I change it to var1 == var2 it returns ...",https://stackoverflow.com/questions/1504717/why-does-comparing-strings-using-either-or-is-sometimes-produce-a-differe,"[""I've got a Python program where two variables are set to the value 'public'. In a conditional expression I have the comparison var1 is var2 which fails, but if I change it to var1 == var2 it returns True."", 'is is identity testing, == is equality testing. what happens in your code would be emulated in the interpreter like this:', 'Other answers here are correct: is is used for identity comparison, while == is used for equality comparison. Since what you care about is equality (the two strings should contain the same characters), in this case the is operator is simply wrong and you should be using == instead.', 'The is keyword is a test for object identity while == is a value comparison.', ""One last thing to note, you may use the sys.intern function to ensure that you're getting a reference to the same string:"", 'is is identity testing, == is equality testing. What this means is that is is a way to check whether two things are the same things, or just equivalent.', 'This is a side note, but in idiomatic python, you will often see things like:', ""If you're not sure what you're doing, use the '=='.\nIf you have a little more knowledge about it you can use 'is' for known objects like 'None'."", 'From my limited experience with python, is is used to compare two objects to see if they are the same object as opposed to two different objects with the same value.  == is used to determine if the values are identical.', ""I think it has to do with the fact that, when the 'is' comparison evaluates to false, two distinct objects are used. If it evaluates to true, that means internally it's using the same exact object and not creating a new one, possibly because you created them within a fraction of 2 or so seconds and because there isn't a large time gap in between it's optimized and uses the same object."", 'I believe that this is known as ""interned"" strings. Python does this, so does Java, and so do C and C++ when compiling in optimized modes.', 'I am answering the question even though the question is to old because no answers above quotes the language reference', 'The == operator test value equivalence. The is operator tests object identity, Python tests whether the two are really the same object(i.e., live at the same address in memory).', 'is will compare the memory location. It is used for object-level comparison.', 'is is identity testing, == is equality testing (see Python Documentation).']"
123,"What is the difference between venv, pyvenv, pyenv, virtualenv, virtualenvwrapper, pipenv, etc?","Python 3.3 includes in its standard library the new package venv. What does it do, and how does it differ from all the other packages that seem to match the regex (py)?(v|virtual|pip)?env?",https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe,"['Python 3.3 includes in its standard library the new package venv. What does it do, and how does it differ from all the other packages that seem to match the regex (py)?(v|virtual|pip)?env?', ""virtualenv is a very popular tool that creates isolated Python environments for Python libraries. If you're not familiar with this tool, I highly recommend learning it, as it is a very useful tool, and I'll be making comparisons to it for the rest of this answer."", 'I would just avoid the use of virtualenv after Python3.3+ and instead use the standard shipped library venv. To create a new virtual environment you would type:', 'Added below ""Conclusion"" paragraph', 'Oct 2020 Update', 'pipenv want combine all, in addition to previous it installs ""requirements"" (into the active virtual environment or create its own\nif none is active)']"
124,How to prettyprint a JSON file?,"I have a JSON file that is a mess that I want to prettyprint. What's the easiest way to do this in Python?

I know PrettyPrint takes an ""object"", which I think can be a file, but I don't know how to ...",https://stackoverflow.com/questions/12943819/how-to-prettyprint-a-json-file,"[""I have a JSON file that is a mess that I want to prettyprint. What's the easiest way to do this in Python?"", 'The json module already implements some basic pretty printing with the indent parameter that specifies how many spaces to indent by:', 'You can do this on the command line:', 'You could use the built-in module pprint (https://docs.python.org/3.6/library/pprint.html).', 'Pygmentize is a killer tool. See this.', ""Use this function and don't sweat having to remember if your JSON is a str or dict again - just look at the pretty print:"", 'To be able to pretty print from the command line and be able to have control over the indentation etc. you can set up an alias similar to this:', 'Use pprint: https://docs.python.org/3.6/library/pprint.html', ""Here's a simple example of pretty printing JSON to the console in a nice way in Python, without requiring the JSON to be on your computer as a local file:"", 'It works to display or save it to a file.', 'You could try pprintjson.', ""I think that's better to parse the json before, to avoid errors:"", ""It's far from perfect, but it does the job.""]"
125,What is the purpose of the word 'self'?,"What is the purpose of the self word in Python? I understand it refers to the specific object created from that class, but I can't see why it explicitly needs to be added to every function as a ...",https://stackoverflow.com/questions/2709821/what-is-the-purpose-of-the-word-self,"[""What is the purpose of the self word in Python? I understand it refers to the specific object created from that class, but I can't see why it explicitly needs to be added to every function as a parameter. To illustrate, in Ruby I can do this:"", ""The reason you need to use self. is because Python does not use the @ syntax to refer to instance attributes. Python decided to do methods in a way that makes the instance to which the method belongs be passed automatically, but not received automatically: the first parameter of methods is the instance the method is called on. That makes methods entirely the same as functions, and leaves the actual name to use up to you (although self is the convention, and people will generally frown at you when you use something else.) self is not special to the code, it's just another object."", ""Let's say you have a class ClassA which contains a method methodA defined as:"", 'Let’s take a simple vector class:', 'When objects are instantiated, the object itself is passed into the self parameter.', 'I like this example:', 'I will demonstrate with code that does not use classes:', 'The following excerpts are from the Python documentation about self:', 'As well as all the other reasons already stated, it allows for easier access to overridden methods; you can call Class.some_method(inst).', 'Its use is similar to the use of this keyword in Java, i.e. to give a reference to the current object.', 'Python is not a language built for Object Oriented Programming unlike Java or C++.', ""It’s there to follow the Python zen “explicit is better than implicit”. It’s indeed a reference to your class object. In Java and PHP, for example, it's called this."", 'First of all, self is a conventional name, you could put anything else (being coherent) in its stead.', 'self is an object reference to the object itself, therefore, they are same.\nPython methods are not called in the context of the object itself.\nself in Python may be used to deal with custom object models or something.', ""The use of the argument, conventionally called self isn't as hard to understand, as is why is it necessary? Or as to why explicitly mention it? That, I suppose, is a bigger question for most users who look up this question, or if it is not, they will certainly have the same question as they move forward learning python. I recommend them to read these couple of blogs:"", ""I'm surprised nobody has brought up Lua. Lua also uses the 'self' variable however it can be omitted but still used. C++ does the same with 'this'. I don't see any reason to have to declare 'self' in each function but you should still be able to use it just like you can with lua and C++. For a language that prides itself on being brief it's odd that it requires you to declare the self variable."", 'Take a look at the following example, which clearly explains the purpose of self', ""Is because by the way python is designed the alternatives would hardly work. Python is designed to allow methods or functions to be defined in a context where both implicit this (a-la Java/C++) or explicit @ (a-la ruby) wouldn't work. Let's have an example with the explicit approach with python conventions:"", 'In the __init__ method, self refers to the newly created object; in other class methods, it refers to the instance whose method was called.', 'self is acting as like current object name or instance of class .', 'There was just a question should self be implicit or explicit.\nGuido van Rossum resolved this question saying self has to stay.', 'from the docs,', 'I would say for Python at least, the self parameter can be thought of as a placeholder.\nTake a look at this:', ""it's an explicit reference to the class instance object."", '""self"" keyword holds the reference of class and it is upto you if you want to use it or not but if you notice, whenever you create a new method in python, python automatically write self keyword for you. If you do some R&D, you will notice that if you create say two methods in a class and try to call one inside another, it does not recognize method unless you add self (reference of class).']"
126,How to install packages using pip according to the requirements.txt file from a local directory?,"Here is the problem

I have a requirements.txt that looks like:

BeautifulSoup==3.2.0
Django==1.3
Fabric==1.2.0
Jinja2==2.5.5
PyYAML==3.09
Pygments==1.4
SQLAlchemy==0.7.1
South==0.7.3
amqplib==0.6.1
...",https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a,"['Here is the problem', 'This works for me:', ""I've read the above, realize this is an old question, but it's totally unresolved and still at the top of my google search results so here's an answer that works for everyone:"", 'For virtualenv to install all files in the requirements.txt file.', 'I had a similar problem. I tried this:', 'For further details please check the help option.', 'Short answer', 'Often, you will want a fast install from local archives, without probing PyPI.', 'I work with a lot of systems that have been mucked by developers ""following directions they found on the internet"". It is extremely common that your pip and your python are not looking at the same paths/site-packages. For this reason, when I encounter oddness I start by doing this:', 'first of all, create a virtual environment', 'Installing requirements.txt file inside virtual env with python 3:', 'try this', 'OR']"
127,Does Django scale? [closed],"I'm building a web application with Django. The reasons I chose Django were:
I wanted to work with free/open-source tools.
I like Python and feel it's a long-term language, whereas regarding Ruby I ...",https://stackoverflow.com/questions/886221/does-django-scale,"['Want to improve this question? Update the question so it focuses on one problem only by editing this post.', '""What are the largest sites built on Django today?""', ""We're doing load testing now.  We think we can support 240 concurrent requests (a sustained rate of 120 hits per second 24x7) without any significant degradation in the server performance.  That would be 432,000 hits per hour.  Response times aren't small (our transactions are large) but there's no degradation from our baseline performance as the load increases."", 'Not sure about the number of daily visits but here are a few examples of large Django sites:', 'What\'s the ""largest"" site that\'s built on Django today? (I measure size mostly by user traffic)', ""Scaling Web apps is not about web frameworks or languages, is about your architecture.\nIt's about how you handle you browser cache, your database cache, how you use non-standard persistence providers (like CouchDB), how tuned is your database and a lot of other stuff..."", ""Playing devil's advocate a little bit:"", 'The largest django site I know of is the Washington Post, which would certainly indicate that it can scale well.', ""I was at the EuroDjangoCon conference the other week, and this was the subject of a couple of talks - including from the founders of what was the largest Django-based site, Pownce (slides from one talk here). The main message is that it's not Django you have to worry about, but things like proper caching, load balancing, database optimisation, etc."", ""I'm sure you're looking for a more solid answer, but the most obvious objective validation I can think of is that Google pushes Django for use with its App Engine framework. If anybody knows about and deals with scalability on a regular basis, it's Google. From what I've read, the most limiting factor seems to be the database back-end, which is why Google uses their own..."", 'As stated in High Performance   Django Book\n and Go through this Cal Henderson', 'Today we use many web apps and sites for our needs. Most of them are highly useful. I will show you some of them used by python or django.', ""I think we might as well add Apple's App of the year for 2011, Instagram, to the list which uses django intensively."", 'Yes it can. It could be Django with Python or Ruby on Rails. It will still scale.', ""Here's a list of some relatively high-profile things built in Django:"", 'The developer advocate for YouTube gave a talk about scaling Python at PyCon 2012, which is also relevant to scaling Django.', 'I have been using Django for over a year now, and am very impressed with how it manages to combine modularity, scalability and speed of development. Like with any technology, it comes with a learning curve. However, this learning curve is made a lot less steep by the excellent documentation from the Django community. Django has been able to handle everything I have thrown at it really well. It looks like it will be able to scale well into the future.', ""Note that if you're expecting 100K users per day, that are active for hours at a time (meaning max of 20K+ concurrent users), you're going to need A LOT of servers.  SO has ~15,000 registered users, and most of them are probably not active daily.  While the bulk of traffic comes from unregistered users, I'm guessing that very few of them stay on the site more than a couple minutes (i.e. they follow google search results then leave)."", 'What\'s the ""largest"" site that\'s built on Django today? (I measure size mostly by user traffic)\nPinterest\ndisqus.com\nMore here: https://www.shuup.com/en/blog/25-of-the-most-popular-python-and-django-websites/', 'Another example is rasp.yandex.ru, Russian transport timetable service. Its attendance satisfies your requirements.', 'If you have a site with some static content, then putting a Varnish server in front will dramatically increase your performance. Even a single box can then easily spit out 100 Mbit/s of traffic.', 'My experience with Django is minimal but I do remember in The Django Book they have a chapter where they interview people running some of the larger Django applications.  Here is a link.  I guess it could provide some insights.', ""I develop high traffic sites using Django for the national broadcaster in Ireland. It works well for us. Developing a high performance site is more than about just choosing a framework. A framework will only be one part of a system that is as strong as it's weakest link. Using the latest framework 'X' won't solve your performance issues if the problem is slow database queries or a badly configured server or network."", 'Even-though there have been a lot of great answers here, I just feel like pointing out, that nobody have put emphasis on..', ""I don't think the issue is really about Django scaling."", 'You can definitely run a high-traffic site in Django. Check out this pre-Django 1.0 but still relevant post here: http://menendez.com/blog/launching-high-performance-django-site/', 'Check out this micro news aggregator called EveryBlock.', 'The problem is not to know if django can scale or not.', 'If you want to use Open source then there are many options for you. But python is best among them as it has many libraries and a super awesome community.\nThese are a few reasons which might change your mind:', ""Spreading the tasks evenly, in short optimizing each and every aspect including DBs, Files, Images, CSS etc. and balancing the load with several other resources is necessary once your site/application starts growing. OR you make some more space for it to grow. Implementation of latest technologies like CDN, Cloud are must with huge sites. Just developing and tweaking an application won't give your the cent percent satisfation, other components also play an important role.""]"
128,How can I represent an 'Enum' in Python?,"I'm mainly a C# developer, but I'm currently working on a project in Python.

How can I represent the equivalent of an Enum in Python?",https://stackoverflow.com/questions/36932/how-can-i-represent-an-enum-in-python,"[""I'm mainly a C# developer, but I'm currently working on a project in Python."", 'Enums have been added to Python 3.4 as described in PEP 435.  It has also been backported to 3.3, 3.2, 3.1, 2.7, 2.6, 2.5, and 2.4 on pypi.', ""Before PEP 435, Python didn't have an equivalent but you could implement your own."", 'Here is one implementation:', ""If you need the numeric values, here's the quickest way:"", 'The best solution for you would depend on what you require from your fake enum.', ""The typesafe enum pattern which was used in Java pre-JDK 5 has a\nnumber of advantages. Much like in Alexandru's answer, you create a\nclass and class level fields are the enum values; however, the enum\nvalues are instances of the class rather than small integers. This has\nthe advantage that your enum values don't inadvertently compare equal\nto small integers, you can control how they're printed, add arbitrary\nmethods if that's useful and make assertions using isinstance:"", 'An Enum class can be a one-liner.', ""So, I agree. Let's not enforce type safety in Python, but I would like to protect myself from silly mistakes. So what do we think about this?"", ""Python doesn't have a built-in equivalent to enum, and other answers have ideas for implementing your own (you may also be interested in the over the top version in the Python cookbook)."", 'On 2013-05-10, Guido agreed to accept PEP 435 into the Python 3.4 standard library. This means that Python finally has builtin support for enumerations!', 'I prefer to define enums in Python like so:', 'Use it like this:', 'From Python 3.4 there will be official support for enums. You can find documentation and examples here on Python 3.4 documentation page.', 'Another, very simple, implementation of an enum in Python, using namedtuple:', 'Hmmm... I suppose the closest thing to an enum would be a dictionary, defined either like this:', 'What I use:', ""davidg recommends using dicts.  I'd go one step further and use sets:"", 'Keep it simple:', 'This is the best one I have seen: ""First Class Enums in Python""', 'The new standard in Python is PEP 435, so an Enum class will be available in future versions of Python:', ""I have had occasion to need of an Enum class, for the purpose of decoding a binary file format. The features I happened to want is concise enum definition, the ability to freely create instances of the enum by either integer value or string, and a useful representation.  Here's what I ended up with:"", ""I really like Alec Thomas' solution (http://stackoverflow.com/a/1695250):"", 'If you name it, is your problem, but if not creating objects instead of values allows you to do this:', 'The enum package from PyPI provides a robust implementation of enums. An earlier answer mentioned PEP 354; this was rejected but the proposal was implemented \nhttp://pypi.python.org/pypi/enum.', ""Alexandru's suggestion of using class constants for enums works quite well."", ""Here's an approach with some different characteristics I find valuable:"", ""While the original enum proposal, PEP 354, was rejected years ago, it keeps coming back up. Some kind of enum was intended to be added to 3.2, but it got pushed back to 3.3 and then forgotten. And now there's a PEP 435 intended for inclusion in Python 3.4. The reference implementation of PEP 435 is flufl.enum."", 'Use the following.', ""Here is a variant on Alec Thomas's solution:"", 'This solution is a simple way of getting a class for the enumeration defined as a list (no more annoying integer assignments):']"
129,How to terminate a Python script,"I am aware of the die() command in PHP which exits a script early.

How can I do this in Python?",https://stackoverflow.com/questions/73663/how-to-terminate-a-python-script,"['I am aware of the die() command in PHP which exits a script early.', 'details from the sys module documentation:', 'A simple way to terminate a Python script early is to use the built-in quit() function. There is no need to import any library, and it is efficient and simple.', 'Another way is:', 'You can also use simply exit().', 'While you should generally prefer sys.exit because it is more ""friendly"" to other code, all it actually does is raise an exception.', 'I\'ve just found out that when writing a multithreadded app, raise SystemExit and sys.exit() both kills only the running thread. On the other hand, os._exit() exits the whole process. This was discussed in ""Why does sys.exit() not exit when called inside a thread in Python?"".', 'As a parameter you can pass an exit code, which will be returned to OS. Default is 0.', ""I'm a total novice but surely this is cleaner and more controlled"", ""In Python 3.5, I tried to incorporate similar code without use of modules (e.g. sys, Biopy) other than what's built-in to stop the script and print an error message to my users. Here's my example:"", 'My two cents.']"
130,"In Python, how do I determine if an object is iterable?","Is there a method like isiterable? The only solution I have found so far is to call

hasattr(myObj, '__iter__')
But I am not sure how fool-proof this is.",https://stackoverflow.com/questions/1952464/in-python-how-do-i-determine-if-an-object-is-iterable,"['Is there a method like isiterable? The only solution I have found so far is to call', 'Checking for __iter__ works on sequence types, but it would fail on e.g. strings in Python 2. I would like to know the right answer too, until then, here is one possibility (which would work on strings, too):', 'Use the Abstract Base Classes. They need at least Python 2.6 and work only for new-style classes.', ""I'd like to shed a little bit more light on the interplay of iter, __iter__ and __getitem__ and what happens behind the curtains. Armed with that knowledge, you will be able to understand why the best you can do is"", ""I've been studying this problem quite a bit lately. Based on that my conclusion is that nowadays this is the best approach:"", ""This isn't sufficient: the object returned by __iter__ must implement the iteration protocol (i.e. next method). See the relevant section in the documentation."", 'Since Python 3.5 you can use the typing module from the standard library for type related things:', 'In Python <= 2.5, you can\'t and shouldn\'t - iterable was an ""informal"" interface.', ""Don't run checks to see if your duck really is a duck to see if it is iterable or not, treat it as if it was and complain if it wasn't."", ""The best solution I've found so far:"", 'You could try this:', 'I found a nice solution here:', 'According to the Python 2 Glossary, iterables are', ""I often find convenient, inside my scripts, to define an iterable function.\n(Now incorporates Alfe's suggested simplification):"", 'pandas has a built-in function like that:', ""It's always eluded me as to why python has callable(obj) -> bool but not iterable(obj) -> bool...\nsurely it's easier to do hasattr(obj,'__call__') even if it is slower."", ""This will say yes to all manner of iterable objects, but it will say no to strings in Python 2. (That's what I want for example when a recursive function could take a string or a container of strings.  In that situation, asking forgiveness may lead to obfuscode, and it's better to ask permission first.)"", ""The easiest way, respecting the Python's duck typing, is to catch the error (Python knows perfectly what does it expect from an object to become an iterator):"", ""The isiterable func at the following code returns True if object is iterable. if it's not iterable returns False"", 'Instead of checking for the __iter__ attribute, you could check for the __len__ attribute, which is implemented by every python builtin iterable, including strings.', 'Not really ""correct"" but can serve as quick check of most common types like strings, tuples, floats, etc...', ""Kinda late to the party but I asked myself this question and saw this then thought of an answer. I don't know if someone already posted this. But essentially, I've noticed that all iterable types have __getitem__() in their dict. This is how you would check if an object was an iterable without even trying. (Pun intended)""]"
131,"If Python is interpreted, what are .pyc files?","I've been given to understand that Python is an interpreted language...
 However, when I look at my Python source code I see .pyc files, which Windows identifies as ""Compiled Python Files"".   

Where ...",https://stackoverflow.com/questions/2998215/if-python-is-interpreted-what-are-pyc-files,"['I\'ve been given to understand that Python is an interpreted language...\n However, when I look at my Python source code I see .pyc files, which Windows identifies as ""Compiled Python Files"".', ""They contain byte code, which is what the Python interpreter compiles the source to. This code is then executed by Python's virtual machine."", ""I've been given to understand that\n  Python is an interpreted language..."", 'There is no such thing as an interpreted language. Whether an interpreter or a compiler is used is purely a trait of the implementation and has absolutely nothing whatsoever to do with the language.', 'These are created by the Python interpreter when a .py file is imported, and they contain the ""compiled bytecode"" of the imported module/program, the idea being that the ""translation"" from source code to bytecode (which only needs to be done once) can be skipped on subsequent imports if the .pyc is newer than the corresponding .py file, thus speeding startup a little. But it\'s still interpreted.', 'To speed up loading modules, Python caches the compiled content of modules in .pyc.', 'THIS IS FOR BEGINNERS,', 'Python (at least the most common implementation of it) follows a pattern of compiling the original source to byte codes, then interpreting the byte codes on a virtual machine. This means (again, the most common implementation) is neither a pure interpreter nor a pure compiler.', 'Python\'s *.py file is just a text file in which you write some lines of code. When you try to execute this file using say ""python filename.py""', 'Python code goes through 2 stages. First step compiles the code into .pyc files which is actually a bytecode. Then this .pyc file(bytecode) is interpreted using CPython interpreter. Please refer to this link. Here process of code compilation and execution is explained in easy terms.', ""tldr; it's a converted code form the source code, which the python VM interprets for execution."", ""Machines don't understand English or any other languages, they understand only byte code, which they have to be compiled (e.g., C/C++, Java) or interpreted (e.g., Ruby, Python), the .pyc is a cached version of the byte code.\nhttps://www.geeksforgeeks.org/difference-between-compiled-and-interpreted-language/\nHere is a quick read on what is the difference between compiled language vs interpreted language, TLDR is interpreted language does not require you to compile all the code before run time and thus most of the time they are not strict on typing etc.""]"
132,How can I do a line break (line continuation) in Python?,"I have a long line of code that I want to break up among multiple lines. What do I use and what is the syntax?

For example, adding a bunch of strings,

e = 'a' + 'b' + 'c' + 'd'
and have it in two ...",https://stackoverflow.com/questions/53162/how-can-i-do-a-line-break-line-continuation-in-python,"['I have a long line of code that I want to break up among multiple lines. What do I use and what is the syntax?', 'What is the line?  You can just have arguments on the next line without any problems:', 'From PEP 8 -- Style Guide for Python Code:', 'The danger in using a backslash to end a line is that if whitespace is added after the backslash (which, of course, is very hard to see), the backslash is no longer doing what you thought it was.', 'Put a \\ at the end of your line or enclose the statement in parens ( .. ). From IBM:', 'You can break lines in between parenthesises and braces. Additionally, you can append the backslash character \\ to a line to explicitly break it:', ""From the horse's mouth: Explicit line\n  joining"", 'It may not be the Pythonic way, but I generally use a list with the join function for writing a long string, like SQL queries:', 'If you want to break your line because of a long literal string, you can break that string into pieces:', ""Taken from The Hitchhiker's Guide to Python (Line Continuation):"", 'Use the line continuation operator i.e. ""\\""']"
133,Correct way to write line to file?,"I'm used to doing print >>f, ""hi there""

However, it seems that print >> is getting deprecated. What is the recommended way to do the line above?

Update:
Regarding all those answers with ""...",https://stackoverflow.com/questions/6159900/correct-way-to-write-line-to-file,"['I\'m used to doing print >>f, ""hi there""', 'This should be as simple as:', 'You should use the print() function which is available since Python 2.6+', 'The python docs recommend this way:', 'Regarding os.linesep:', 'I do not think there is a ""correct"" way.', 'In Python 3 it is a function, but in Python 2 you can add this to the top of the source file:', 'If you are writing a lot of data and speed is a concern you should probably go with f.write(...). I did a quick speed comparison and it was considerably faster than print(..., file=f) when performing a large number of writes.', 'Since 3.5 you can also use the pathlib for that purpose:', ""When you said Line it means some serialized characters which are ended to '\\n' characters. Line should be last at some point so we should consider '\\n' at the end of each line. Here is solution:"", 'One can also use the io module as in:', 'To write text in a file in the flask can be used:', 'You can also try filewriter', 'When I need to write new lines a lot, I define a lambda that uses a print function:', 'If you want to avoid using write() or writelines() and joining the strings with a newline yourself, you can pass all of your lines to print(), and the newline delimiter and your file handle as keyword arguments. This snippet assumes your strings do not have trailing newlines.']"
134,How do I return multiple values from a function? [closed],"The canonical way to return multiple values in languages that support it is often tupling.
Option: Using a tuple
Consider this trivial example:
def f(x):
  y0 = x + 1
  y1 = x * 3
  y2 = y0 ** y3
  ...",https://stackoverflow.com/questions/354883/how-do-i-return-multiple-values-from-a-function,"['Want to improve this question? Update the question so it can be answered with facts and citations by editing this post.', 'Named tuples were added in 2.6 for this purpose.  Also see os.stat for a similar builtin example.', 'For small projects I find it easiest to work with tuples. When that gets too hard to manage (and not before) I start grouping things into logical structures, however I think your suggested use of dictionaries and ReturnValue objects is wrong (or too simplistic).', 'A lot of the answers suggest you need to return a collection of some sort, like a dictionary or a list. You could leave off the extra syntax and just write out the return values, comma-separated. Note: this technically returns a tuple.', 'I vote for the dictionary.', 'Another option would be using generators:', 'I prefer to use tuples whenever a tuple feels ""natural""; coordinates are a typical example, where the separate objects can stand on their own, e.g. in one-axis only scaling calculations, and the order is important. Note: if I can sort or shuffle the items without an adverse effect to the meaning of the group, then I probably shouldn\'t use a tuple.', 'I prefer:', 'Generally, the ""specialized structure"" actually IS a sensible current state of an object, with its own methods.', 'Python\'s tuples, dicts, and objects offer the programmer a smooth tradeoff between formality and convenience for small data structures (""things""). For me, the choice of how to represent a thing is dictated mainly by how I\'m going to use the structure. In C++, it\'s a common convention to use struct for data-only items and class for objects with methods, even though you can legally put methods on a struct; my habit is similar in Python, with dict and tuple in place of struct.', ""+1 on S.Lott's suggestion of a named container class."", 'In languages like Python, I would usually use a dictionary as it involves less overhead than creating a new class.', 'I would use a dict to pass and return values from a function:', '""Best"" is a partially subjective decision. Use tuples for small return sets in the general case where an immutable is acceptable. A tuple is always preferable to a list when mutability is not a requirement.']"
