,question,summary,link,answers
45,Better way to shuffle two numpy arrays in unison,"I have two numpy arrays of different shapes, but with the same length (leading dimension). I want to shuffle each of them, such that corresponding elements continue to correspond -- i.e. shuffle them ...",https://stackoverflow.com/questions/4601373/better-way-to-shuffle-two-numpy-arrays-in-unison,"['I have two numpy arrays of different shapes, but with the same length (leading dimension). I want to shuffle each of them, such that corresponding elements continue to correspond -- i.e. shuffle them in unison with respect to their leading indices.', 'Your ""scary"" solution does not appear scary to me.  Calling shuffle() for two sequences of the same length results in the same number of calls to the random number generator, and these are the only ""random"" elements in the shuffle algorithm.  By resetting the state, you ensure that the calls to the random number generator will give the same results in the second call to shuffle(), so the whole algorithm will generate the same permutation.', ""Your can use NumPy's array indexing:"", 'To learn more, see http://scikit-learn.org/stable/modules/generated/sklearn.utils.shuffle.html', 'Very simple solution:', 'James wrote in 2015 an sklearn solution which is helpful. But he added a random state variable, which is not needed. In the below code, the random state from numpy is automatically assumed.', 'Shuffle any number of arrays together, in-place, using only NumPy.', 'you can make an array like:', 'There is a well-known function that can handle this:', 'One way in which in-place shuffling  can be done for connected lists is using a seed (it could be random) and using numpy.random.shuffle to do the shuffling.', 'This seems like a very simple solution:', 'Say we have two arrays: a and b.', 'If you want to avoid copying arrays, then I would suggest that instead of generating a permutation list, you go through every element in the array, and randomly swap it to another position in the array', ""With an example, this is what I'm doing:"", ""I extended python's random.shuffle() to take a second arg:"", 'Just use numpy...']"
46,How to implement the Softmax function in Python,"From the Udacity's deep learning class, the softmax of y_i is simply the exponential divided by the sum of exponential of the whole Y vector:
Where S(y_i) is the softmax function of y_i and e is the ...",https://stackoverflow.com/questions/34968722/how-to-implement-the-softmax-function-in-python,"[""From the Udacity's deep learning class, the softmax of y_i is simply the exponential divided by the sum of exponential of the whole Y vector:"", ""They're both correct, but yours is preferred from the point of view of numerical stability."", '(Well... much confusion here, both in the question and in the answers...)', ""So, this is really a comment to desertnaut's answer but I can't comment on it yet due to my reputation. As he pointed out, your version is only correct if your input consists of a single sample. If your input consists of several samples, it is wrong. However, desertnaut's solution is also wrong. The problem is that once he takes a 1-dimensional input and then he takes a 2-dimensional input. Let me show this to you."", 'I would say that while both are correct mathematically, implementation-wise, first one is better. When computing softmax, the intermediate values may become very large. Dividing two large numbers can be numerically unstable. These notes (from Stanford) mention a normalization trick which is essentially what you are doing.', 'sklearn also offers implementation of softmax', 'From mathematical point of view both sides are equal.', 'EDIT. As of version 1.2.0, scipy includes softmax as a special function:', 'Here you can find out why they used - max.', 'A more concise version is:', 'To offer an alternative solution, consider the cases where your arguments are extremely large in magnitude such that exp(x) would underflow (in the negative case) or overflow (in the positive case). Here you want to remain in log space as long as possible, exponentiating only at the end where you can trust the result will be well-behaved.', 'I needed something compatible with the output of a dense layer from Tensorflow.', 'I would suggest this:', 'In order to maintain for numerical stability, max(x) should be subtracted. The following is the code for softmax function;', 'Already answered in much detail in above answers. max is subtracted to avoid overflow. I am adding here one more implementation in python3.', ""Everybody seems to post their solution so I'll post mine:"", 'Based on all the responses and CS231n notes, allow me to summarise:', 'I would like to supplement a little bit more understanding of the problem. Here it is correct of subtracting max of the array. But if you run the code in the other post, you would find it is not giving you right answer when the array is 2D  or higher dimensions.', 'Goal was to achieve similar results using Numpy and Tensorflow. The only change from original answer is axis parameter for np.sum api.', 'Here is generalized solution using numpy and comparision for correctness with tensorflow ans scipy:', 'The softmax function is an activation function that turns numbers into probabilities which sum to one. The softmax function outputs a vector that represents the probability distributions of a list of outcomes. It is also a core element used in deep learning classification tasks.', 'This also works with np.reshape.', 'The purpose of the softmax function is to preserve the ratio of the vectors as opposed to squashing the end-points with a sigmoid as the values saturate (i.e. tend to +/- 1 (tanh) or from 0 to 1 (logistical)). This is because it preserves more information about the rate of change at the end-points and thus is more applicable to neural nets with 1-of-N Output Encoding (i.e. if we squashed the end-points it would be harder to differentiate the 1-of-N output class because we can\'t tell which one is the ""biggest"" or ""smallest"" because they got squished.); also it makes the total output sum to 1, and the clear winner will be closer to 1 while other numbers that are close to each other will sum to 1/p, where p is the number of output neurons with similar values.', 'This generalizes and assumes you are normalizing the trailing dimension.']"
47,NumPy array initialization (fill with identical values),"I need to create a NumPy array of length n, each element of which is v.

Is there anything better than:

a = empty(n)
for i in range(n):
    a[i] = v
I know zeros and ones would work for v = 0, 1. I ...",https://stackoverflow.com/questions/5891410/numpy-array-initialization-fill-with-identical-values,"['I need to create a NumPy array of length n, each element of which is v.', 'NumPy\xa01.8 introduced np.full(), which is a more direct method than empty() followed by fill() for creating an array filled with a certain value:', 'Updated for Numpy 1.7.0:(Hat-tip to @Rolf Bartstra.)', 'I believe fill is the fastest way to do this.', 'I had', ""Apparently, not only the absolute speeds but also the speed order (as reported by user1579844) are machine dependent; here's what I found:"", 'You can use numpy.tile, e.g. :', 'without numpy']"
48,Convert array of indices to 1-hot encoded numpy array,"Let's say I have a 1d numpy array
a = array([1,0,3])

I would like to encode this as a 2D one-hot array
b = array([[0,1,0,0], [1,0,0,0], [0,0,0,1]])

Is there a quick way to do this?  Quicker than ...",https://stackoverflow.com/questions/29831489/convert-array-of-indices-to-1-hot-encoded-numpy-array,"[""Let's say I have a 1d numpy array"", 'Your array a defines the columns of the nonzero elements in the output array. You need to also define the rows and then use fancy indexing:', 'In case you are using keras, there is a built in utility for that:', 'Here is what I find useful:', 'You can use  sklearn.preprocessing.LabelBinarizer:', 'You can also use eye function of numpy:', 'Here is a function that converts a 1-D vector to a 2-D one-hot array.', 'You can use the following code for converting into a one-hot vector:', 'For 1-hot-encoding', 'I think the short answer is no. For a more generic case in n dimensions, I came up with this:', 'Just to elaborate on the excellent answer from K3---rnc, here is a more generic version:', 'I recently ran into a problem of same kind and found said solution which turned out to be only satisfying if you have numbers that go within a certain formation. For example if you want to one-hot encode following list:', 'Such type of encoding are usually part of numpy array. If you are using a numpy array like this :', 'clean and easy solution:', 'Link to documentation: neuraxle.steps.numpy.OneHotEncoder', 'Here is an example function that I wrote to do this based upon the answers above and my own use case:', 'I am adding for completion a simple function, using only numpy operators:', ""Here's a dimensionality-independent standalone solution."", 'Use the following code. It works best.', 'If using tensorflow, there is one_hot():']"
49,How do I convert a numpy array to (and display) an image?,"I have created an array thusly:

import numpy as np
data = np.zeros( (512,512,3), dtype=np.uint8)
data[256,256] = [255,0,0]
What I want this to do is display a single red dot in the center of a ...",https://stackoverflow.com/questions/2659312/how-do-i-convert-a-numpy-array-to-and-display-an-image,"['I have created an array thusly:', 'You could use PIL to create (and display) an image:', 'The following should work:', 'Shortest path is to use scipy, like this:', 'I know there are simpler answers but this one will give you understanding of how images are actually drawn from a numpy array.', ""Using pygame, you can open a window, get the surface as an array of pixels, and manipulate as you want from there. You'll need to copy your numpy array into the surface array, however, which will be much slower than doing actual graphics operations on the pygame surfaces themselves."", ""Using pillow's fromarray, for example:"", 'The Python Imaging Library can display images using Numpy arrays.  Take a look at this page for sample code:', ""Supplement for doing so with matplotlib. I found it handy doing computer vision tasks.  Let's say you got data with dtype = int32"", 'this could be a possible code solution:']"
50,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),"I just discovered a logical bug in my code which was causing all sorts of problems. I was inadvertently doing a bitwise AND instead of a logical AND.

I changed the code from:

r = mlab.csv2rec(...",https://stackoverflow.com/questions/10062954/valueerror-the-truth-value-of-an-array-with-more-than-one-element-is-ambiguous,"['I just discovered a logical bug in my code which was causing all sorts of problems. I was inadvertently doing a bitwise AND instead of a logical AND.', 'r is a numpy (rec)array. So r[""dt""] >= startdate is also a (boolean)\narray. For numpy arrays the & operation returns the elementwise-and of the two\nboolean arrays.', ""I had the same problem (i.e. indexing with multi-conditions, here it's finding data in a certain date range). The (a-b).any() or (a-b).all() seem not working, at least for me."", 'The reason for the exception is that and implicitly calls bool. First on the left operand and (if the left operand is True) then on the right operand. So x and y is equivalent to bool(x) and bool(y).', 'if you work with pandas what solved the issue for me was that i was trying to do calculations when I had NA values, the solution was to run:', 'This typed error-message also shows while an if-statement comparison is done where there is an array and for example a bool or int. See for example:', 'try this=>  numpy.array(r)   or     numpy.array(yourvariable)   followed by the command to compare whatever you wish to.']"
51,Removing nan values from an array,"I want to figure out how to remove nan values from my array. My array looks something like this: 

x = [1400, 1500, 1600, nan, nan, nan ,1700] #Not in this exact configuration
How can I remove the ...",https://stackoverflow.com/questions/11620914/removing-nan-values-from-an-array,"['I want to figure out how to remove nan values from my array. My array looks something like this:', ""If you're using numpy for your arrays, you can also use"", 'works both for lists and numpy array\nsince v!=v only for NaN', 'Try this:', ""For me the answer by @jmetz didn't work, however using pandas isnull() did."", 'Doing the above :', ""If you're using numpy"", 'As shown by others', 'The accepted answer changes shape for 2d arrays.\nI present a solution here, using the Pandas dropna() functionality.\nIt works for 1D and 2D arrays. In the 2D case you can choose weather to drop the row or column containing np.nan.', 'A simplest way is:', ""@jmetz's answer is probably the one most people need; however it yields a one-dimensional array, e.g. making it unusable to remove entire rows or columns in matrices."", 'This is my approach to filter ndarray ""X"" for NaNs and infs,']"
52,How to remove specific elements in a numpy array,"How can I remove some specific elements from a numpy array? Say I have

import numpy as np

a = np.array([1,2,3,4,5,6,7,8,9])
I then want to remove 3,4,7 from a. All I know is the index of the values ...",https://stackoverflow.com/questions/10996140/how-to-remove-specific-elements-in-a-numpy-array,"['How can I remove some specific elements from a numpy array? Say I have', 'Use numpy.delete() - returns a new array with sub-arrays along an axis deleted', 'There is a numpy built-in function to help with that.', ""A Numpy array is immutable, meaning you technically cannot delete an item from it. However, you can construct a new array without the values you don't want, like this:"", 'To delete by value :', 'Not being a numpy person, I took a shot with:', 'Using np.delete is the fastest way to do it, if we know the indices of the elements that we want to remove. However, for completeness, let me add another way of ""removing"" array elements using a boolean mask created with the help of np.isin. This method allows us to remove the elements by specifying them directly or by their indices:', ""If you don't know the index, you can't use logical_and"", 'Remove specific index(i removed 16 and 21 from matrix)', 'You can also use sets:', 'list comprehension could be an interesting approach as well.', ""In case you don't have the indices of the elements you want to remove, you can use the function in1d provided by numpy.""]"
53,How do I calculate percentiles with python/numpy?,"Is there a convenient way to calculate percentiles for a sequence or single-dimensional numpy array?

I am looking for something similar to Excel's percentile function.

I looked in NumPy's statistics ...",https://stackoverflow.com/questions/2374640/how-do-i-calculate-percentiles-with-python-numpy,"['Is there a convenient way to calculate percentiles for a sequence or single-dimensional numpy array?', ""You might be interested in the SciPy Stats package. It has the percentile function you're after and many other statistical goodies."", ""By the way, there is a pure-Python implementation of percentile function, in case one doesn't want to depend on scipy.  The function is copied below:"", ""Here's how to do it without numpy, using only python to calculate the percentile."", 'The definition of percentile I usually see expects as a result the value from the supplied list below which P percent of values are found... which means the result must be from the set, not an interpolation between set elements.  To get that, you can use a simpler function.', 'Starting Python 3.8, the standard library comes with the quantiles function  as part of the statistics module:', 'check for scipy.stats module:', 'To calculate the percentile of a series, run:', 'In case you need the answer to be a member of the input numpy array:', 'for a series: used describe functions', 'A convenient way to calculate percentiles for a one-dimensional numpy sequence or matrix is by using numpy.percentile <https://docs.scipy.org/doc/numpy/reference/generated/numpy.percentile.html>. Example:']"
54,How to normalize an array in NumPy?,"I would like to have the norm of one NumPy array. More specifically, I am looking for an equivalent version of this function

def normalize(v):
    norm = np.linalg.norm(v)
    if norm == 0: 
       ...",https://stackoverflow.com/questions/21030391/how-to-normalize-an-array-in-numpy,"['I would like to have the norm of one NumPy array. More specifically, I am looking for an equivalent version of this function', ""If you're using scikit-learn you can use sklearn.preprocessing.normalize:"", ""I would agree that it were nice if such a function was part of the included batteries. But it isn't, as far as I know. Here is a version for arbitrary axes, and giving optimal performance."", ""You can specify ord to get the L1 norm.\nTo avoid zero division I use eps, but that's maybe not great."", 'This might also work for you', 'If you have multidimensional data and want each axis normalized to its max or its sum:', 'There is also the function unit_vector() to normalize vectors in the popular transformations module by Christoph Gohlke:', 'You mentioned sci-kit learn, so I want to share another solution.', ""If you're working with 3D vectors, you can do this concisely using the toolbelt vg. It's a light layer on top of numpy and it supports single values and stacked vectors."", 'Without sklearn and using just numpy.\nJust define a function:.', 'If you want to normalize n dimensional feature vectors stored in a 3D tensor, you could also use PyTorch:', 'If you work with multidimensional array following fast solution is possible.', ""If you don't need utmost precision, your function can be reduced to:""]"
55,How to install python modules without root access?,"I'm taking some university classes and have been given an 'instructional account', which is a school account I can ssh into to do work. I want to run my computationally intensive Numpy, matplotlib, ...",https://stackoverflow.com/questions/7465445/how-to-install-python-modules-without-root-access,"[""I'm taking some university classes and have been given an 'instructional account', which is a school account I can ssh into to do work. I want to run my computationally intensive Numpy, matplotlib, scipy code on that machine, but I cannot install these modules because I am not a system administrator."", 'In most situations the best solution is to rely on the so-called ""user site"" location (see the PEP for details) by running:', 'No permissions to access nor install easy_install?', ""You can run easy_install to install python packages in your home directory even without root access. There's a standard way to do this using site.USER_BASE which defaults to something like $HOME/.local or $HOME/Library/Python/2.7/bin and is included by default on the PYTHONPATH"", 'If you have to use a distutils setup.py script, there are some commandline options for forcing an installation destination. See http://docs.python.org/install/index.html#alternate-installation. If this problem repeats, you can setup a distutils configuration file, see http://docs.python.org/install/index.html#inst-config-files.', 'Important question. The server I use (Ubuntu 12.04) had easy_install3 but not pip3. This is how I installed Pip and then other packages to my home folder', 'I use JuJu which basically allows to have a really tiny linux distribution (containing just the package manager) inside your $HOME/.juju directory.', 'The best and easiest way is this command:', 'Install virtualenv locally (source of instructions):']"
56,Split (explode) pandas dataframe string entry to separate rows,I have a pandas dataframe in which one column of text strings contains comma-separated values. I want to split each CSV field and create a new row per entry (assume that CSV are clean and need only be ...,https://stackoverflow.com/questions/12680754/split-explode-pandas-dataframe-string-entry-to-separate-rows,"[""I have a pandas dataframe in which one column of text strings contains comma-separated values. I want to split each CSV field and create a new row per entry (assume that CSV are clean and need only be split on ','). For example, a should become b:"", 'How about something like this:', 'UPDATE2: more generic vectorized function, which will work for multiple normal and multiple list columns', 'After painful experimentation to find something faster than the accepted answer, I got this to work. It ran around 100x faster on the dataset I tried it on.', 'Series and DataFrame methods define a .explode() method that explodes lists into separate rows. See the docs section on Exploding a list-like column.', ""Here's a function I wrote for this common task. It's more efficient than the Series/stack methods. Column order and names are retained."", 'Similar question as: pandas: How do I split text in a column into multiple rows?', ""Let's create a new dataframe d that has lists"", 'There is a possibility to split and explode the dataframe without changing the structure of dataframe', ""I came up with a solution for dataframes with arbitrary numbers of columns (while still only separating one column's entries at a time)."", 'Here is a fairly straightforward message that uses the split method from pandas str accessor and then uses NumPy to flatten each row into a single array.', 'I have been struggling with out-of-memory experience using various way to explode my lists so I prepared some benchmarks to help me decide which answers to upvote. I tested five scenarios with varying proportions of the list length to the number of lists. Sharing the results below:', ""Based on the excellent @DMulligan's solution, here is a generic vectorized (no loops) function which splits a column of a dataframe into multiple rows, and merges it back to the original dataframe. It also uses a great generic change_column_order function from this answer."", ""The string function split can take an option boolean argument 'expand'."", 'One-liner using split(___, expand=True) and the level and name arguments to reset_index():', ""Just used jiln's excellent answer from above, but needed to expand to split multiple columns. Thought I would share."", ""upgraded MaxU's answer with MultiIndex support"", 'I have come up with the following solution to this problem:', 'Another solution that uses python copy package', ""There are a lot of answers here but I'm surprised no one has mentioned the built in pandas explode function. Check out the link below:\nhttps://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.explode.html#pandas.DataFrame.explode"", 'My version of the solution to add to this collection! :-)', 'I had a similar problem, my solution was converting the dataframe to a list of dictionaries first, then do the transition. Here is the function:', 'Upon adding few bits and pieces from all the solutions on this page, I was able to get something like this(for someone who need to use it right away).\nparameters to the function are df(input dataframe) and key(column that has delimiter separated string). Just replace with your delimiter if that is different to semicolon "";"".']"
57,How to smooth a curve in the right way?,"Lets assume we have a dataset which might be given approximately by

import numpy as np
x = np.linspace(0,2*np.pi,100)
y = np.sin(x) + np.random.random(100) * 0.2
Therefore we have a variation of 20% ...",https://stackoverflow.com/questions/20618804/how-to-smooth-a-curve-in-the-right-way,"['Lets assume we have a dataset which might be given approximately by', 'I prefer a Savitzky-Golay filter. It uses least squares to regress a small window of your data onto a polynomial, then uses the polynomial to estimate the point in the center of the window. Finally the window is shifted forward by one data point and the process repeats. This continues until every point has been optimally adjusted relative to its neighbors. It works great even with noisy samples from non-periodic and non-linear sources.', 'A quick and dirty way to smooth data I use, based on a moving average box (by convolution):', 'If you are interested in a ""smooth"" version of a signal that is periodic (like your example), then a FFT is the right way to go. Take the fourier transform and subtract out the low-contributing frequencies:', 'Fitting a moving average to your data would smooth out the noise, see this this answer for how to do that.', 'Another option is to use KernelReg in statsmodels:', 'Check this out! There is a clear definition of smoothing of a 1D signal.', 'This Question is already thoroughly answered, so I think a runtime analysis of the proposed methods would be of interest (It was for me, anyway). I will also look at the behavior of the methods at the center and the edges of the noisy dataset.', 'For a project of mine, I needed to create intervals for time-series modeling, and to make the procedure more efficient I created tsmoothie: A python library for time-series smoothing and outlier detection in a vectorized way.', 'If you are plotting time series graph and if you have used mtplotlib for drawing graphs then use \nmedian method to smooth-en the  graph']"
58,Import Error: No module named numpy,"I have a very similar question to this question, but still one step behind. I have only one version of Python 3 installed on my Windows 7 (sorry) 64-bit system.

I installed numpy following this link -...",https://stackoverflow.com/questions/7818811/import-error-no-module-named-numpy,"['I have a very similar question to this question, but still one step behind. I have only one version of Python 3 installed on my Windows 7 (sorry) 64-bit system.', 'Support for Python 3 was added in NumPy version 1.5.0, so to begin with, you must download/install a newer version of NumPy.', 'You can simply use', 'Installing Numpy on Windows', 'I think there are something wrong with the installation of numpy.\nHere are my steps to solve this problem.', 'I also had this problem (Import Error: No module named numpy) but in my case it was a problem with my PATH variables in Mac OS X.  I had made an earlier edit to my .bash_profile file that caused the paths for my Anaconda installation (and others) to not be added properly.', 'You installed the Numpy Version for Python 2.6 - so you can only use it with Python 2.6. You have to install Numpy for Python 3.x, e.g. that one: http://sourceforge.net/projects/numpy/files/NumPy/1.6.1/numpy-1.6.1-win32-superpack-python3.2.exe/download', 'I had this problem too after I installed Numpy. I solved it by just closing the Python interpreter and reopening. It may be something else to try if anyone else has this problem, perhaps it will save a few minutes!', 'You should try to install numpy using one of those:', 'I had numpy installed on the same environment both by pip and by conda, and simply removing and reinstalling either was not enough.', 'Faced with same issue', 'I too faced the above problem with phyton 3 while setting up python for machine learning.', ""I'm not sure exactly why I was getting the error, but pip3 uninstall numpy then pip3 install numpy resolved the issue for me."", 'For those using python 2.7, should try:', 'Those who are using xonsh, do xpip install numpy.', 'You can try:', 'For installing NumPy via Anaconda(use below commands):', 'For me, on windows 10, I had unknowingly installed multiple python versions (One from PyCharm IDE and another from Windows store). I uninstalled the one from windows Store and just to be thorough, uninstalled numpy pip uninstall numpy and then installed it again pip install numpy. It worked in the terminal in PyCharm and also in command prompt.', ""this is the problem of the numpy's version, please check out $CAFFE_ROOT/python/requirement.txt. Then exec: sudo apt-get install python-numpy>=x.x.x, this problem will be sloved."", 'I got this even though I knew numpy was installed and unsuccessfully tried all the advice above. The fix for me was to remove the as np  and directly refer to modules . (python 3.4.8 on Centos)\n.', 'After trying many suggestions from various sites and similar questions, what worked for me was to uninstall all Python stuff and reinstall Anaconda only (see https://stackoverflow.com/a/38330088/1083292)', 'If it was working before reinstalling python would solve the issue.', 'solution for me - I installed numpy inside a virtual environment, but then running ipython was not inside virtual env:', 'I was trying to use NumPy in Intellij but was facing the same issue so, I figured out that NumPy also comes with pandas. So, I installed pandas with IntelliJ tip and later on was able to import NumPy. Might help someone someday!', 'As stated in other answers, this error may refer to using the wrong python version. In my case, my environment is Windows 10 + Cygwin. In my Windows environment variables, the PATH points to C:\\Python38 which is correct, but when I run my command like this:']"
59,How to create a numpy array of all True or all False?,"In Python, how do I create a numpy array of arbitrary shape filled with all True or all False?",https://stackoverflow.com/questions/21174961/how-to-create-a-numpy-array-of-all-true-or-all-false,"['In Python, how do I create a numpy array of arbitrary shape filled with all True or all False?', 'numpy already allows the creation of arrays of all ones or all zeros very easily:', 'ones and zeros, which create arrays full of ones and zeros respectively, take an optional dtype parameter:', ""If it doesn't have to be writeable you can create such an array with np.broadcast_to:"", 'Quickly ran a timeit to see, if there are any differences between the np.full and np.ones version.', 'numpy.full(Size, Scalar Value, Type). There is other arguments as well that can be passed, for documentation on that, check https://docs.scipy.org/doc/numpy/reference/generated/numpy.full.html', ""benchmark for Michael Currie's answer""]"
60,numpy matrix vector multiplication [duplicate],"When I multiply two numpy arrays of sizes (n x n)*(n x 1), I get a matrix of size (n x n). Following normal matrix multiplication rules, a (n x 1) vector is expected, but I simply cannot find any ...",https://stackoverflow.com/questions/21562986/numpy-matrix-vector-multiplication,"[""When I multiply two numpy arrays of sizes (n x n)*(n x 1), I get a matrix of size (n x n). Following normal matrix multiplication rules, a (n x 1) vector is expected, but I simply cannot find any information about how this is done in Python's Numpy module."", 'Use numpy.dot or a.dot(b). See the documentation here.']"
61,Transposing a NumPy array,"I use Python and NumPy and have some problems with ""transpose"":

import numpy as np
a = np.array([5,4])
print(a)
print(a.T)
Invoking a.T is not transposing the array.  If a is for example [[],[]] ...",https://stackoverflow.com/questions/5954603/transposing-a-numpy-array,"['I use Python and NumPy and have some problems with ""transpose"":', 'It\'s working exactly as it\'s supposed to. The transpose of a 1D array is still a 1D array!  (If you\'re used to matlab, it fundamentally doesn\'t have a concept of a 1D array. Matlab\'s ""1D"" arrays are 2D.)', 'Use two bracket pairs instead of one. This creates a 2D array, which can be transposed, unlike the 1D array you create if you use one bracket pair.', 'For 1D arrays:', 'You can convert an existing vector into a matrix by wrapping it in an extra set of square brackets...', 'numpy 1D array --> column/row matrix:', ""To 'transpose' a 1d array to a 2d column, you can use numpy.vstack:"", 'You can only transpose a 2D array. You can use numpy.matrix to create a 2D array. This is three years late, but I am just adding to the possible set of solutions:', 'instead use arr[:,None] to create column vector', 'The transpose of', 'Another solution.... :-)', 'I am just consolidating the above post, hope it will help others to save some time:', 'As some of the comments above mentioned, the transpose of 1D arrays are 1D arrays, so one way to transpose a 1D array would be to convert the array to a matrix like so:', 'The name of the function in numpy is column_stack.', 'There is a method not described in the answers but described in the documentation for the numpy.ndarray.transpose method:', 'Basically what the transpose function does is to swap the shape and strides of the array:', ""The way I've learned to implement this in a compact and readable manner for 1-D arrays, so far:""]"
62,Find unique rows in numpy.array,"I need to find unique rows in a numpy.array.

For example:

>>> a # I have
array([[1, 1, 1, 0, 0, 0],
       [0, 1, 1, 1, 0, 0],
       [0, 1, 1, 1, 0, 0],
       [1, 1, 1, 0, 0, 0],
       [...",https://stackoverflow.com/questions/16970982/find-unique-rows-in-numpy-array,"['I need to find unique rows in a numpy.array.', 'As of NumPy 1.13, one can simply choose the axis for selection of unique values in any N-dim array. To get unique rows, one can do:', 'Yet another possible solution', 'Another option to the use of structured arrays is using a view of a void type that joins the whole row into a single item:', ""If you want to avoid the memory expense of converting to a series of tuples or another similar data structure, you can exploit numpy's structured arrays."", 'np.unique when I run it on np.random.random(100).reshape(10,10) returns all the unique individual elements, but you want the unique rows, so first you need to put them into tuples:', 'np.unique works by sorting a flattened array, then looking at whether each item is equal to the previous. This can be done manually without flattening:', 'Here is another variation for @Greg pythonic answer', ""I've compared the suggested alternative for speed and found that, surprisingly, the void view unique solution is even a bit faster than numpy's native unique with the axis argument. If you're looking for speed, you'll want"", 'I didn’t like any of these answers because none handle floating-point arrays in a linear algebra or vector space sense, where two rows being “equal” means “within some 𝜀”. The one answer that has a tolerance threshold, https://stackoverflow.com/a/26867764/500207, took the threshold to be both element-wise and decimal precision, which works for some cases but isn’t as mathematically general as a true vector distance.', 'Why not use drop_duplicates from pandas:', 'The numpy_indexed package (disclaimer: I am its author) wraps the solution posted by Jaime in a nice and tested interface, plus many more features:', 'np.unique works given a list of tuples:', ""Based on the answer in this page I have written a function that replicates the capability of MATLAB's unique(input,'rows') function, with the additional feature to accept tolerance for checking the uniqueness. It also returns the indices such that c = data[ia,:] and data = c[ic,:]. Please report if you see any discrepancies or errors."", 'Beyond @Jaime excellent answer, another way to collapse a row is to uses a.strides[0] (assuming a is C-contiguous) which is equal to a.dtype.itemsize*a.shape[0]. Furthermore void(n) is a shortcut for dtype((void,n)). we arrive finally to this shortest version :', 'For general purpose like 3D or higher multidimensional nested arrays, try this:', ""None of these answers worked for me. I'm assuming as my unique rows contained strings and not numbers. However this answer from another thread did work:"", 'We can actually turn m x n numeric numpy array into m x 1 numpy string array, please try using the following function, it provides count, inverse_idx and etc, just like numpy.unique:', 'Lets get the entire numpy matrix as a list, then drop duplicates from this list, and finally return our unique list back into a numpy matrix:', 'The most straightforward solution is to make the rows a single item by making them strings. Each row then can be  compared as a whole for its uniqueness using numpy. This solution is generalize-able you just need to reshape and transpose your array for other combinations. Here is the solution for the problem provided.']"
63,How does numpy.newaxis work and when to use it?,"When I try
numpy.newaxis

the result gives me a 2-d plot frame with x-axis from 0 to 1. However, when I try using numpy.newaxis to slice a vector,
vector[0:4,]
[ 0.04965172  0.04979645  0.04994022  0....",https://stackoverflow.com/questions/29241056/how-does-numpy-newaxis-work-and-when-to-use-it,"['When I try', 'Simply put, numpy.newaxis is used to increase the dimension of the existing array by one more dimension, when used once. Thus,', 'The np.newaxis is just an alias for the Python constant None, which means that wherever you use np.newaxis you could also use None:', 'You started with a one-dimensional list of numbers.  Once you used numpy.newaxis, you turned it into a two-dimensional matrix, consisting of four rows of one column each.', 'newaxis object in the selection tuple serves to expand the dimensions of the resulting selection by one unit-length dimension.']"
64,Convert a tensor to numpy array in Tensorflow?,How to convert a tensor into a numpy array when using Tensorflow with Python bindings?,https://stackoverflow.com/questions/34097281/convert-a-tensor-to-numpy-array-in-tensorflow,"['How to convert a tensor into a numpy array when using Tensorflow with Python bindings?', 'Eager Execution is enabled by default, so just call .numpy() on the Tensor object.', 'Any tensor returned by Session.run or eval is a NumPy array.', 'To convert back from tensor to numpy array you can simply run .eval() on the transformed tensor.', 'You need to:', 'Maybe you can try，this method:', 'I have faced and solved the tensor->ndarray conversion in the specific case of tensors representing (adversarial) images, obtained with cleverhans library/tutorials.', 'A simple example could be,', 'I was searching for days for this command.', 'You can use keras backend function.', 'If you see there is a method _numpy(),\ne.g for an EagerTensor simply call the above method and you will get an ndarray.']"
65,Understanding NumPy's einsum,"I'm struggling to understand exactly how einsum works. I've looked at the documentation and a few examples, but it's not seeming to stick.

Here's an example we went over in class:

C = np.einsum(""ij,...",https://stackoverflow.com/questions/26089893/understanding-numpys-einsum,"[""I'm struggling to understand exactly how einsum works. I've looked at the documentation and a few examples, but it's not seeming to stick."", '(Note: this answer is based on a short blog post about einsum I wrote a while ago.)', ""Grasping the idea of numpy.einsum() is very easy if you understand it intuitively. As an example, let's start with a simple description involving matrix multiplication."", 'Lets make 2 arrays, with different, but compatible dimensions to highlight their interplay', 'I found NumPy: The tricks of the trade (Part II) instructive', ""When reading einsum equations, I've found it the most helpful to just be able to\nmentally boil them down to their imperative versions."", 'I think the simplest example is in tensorflow docs']"
